"","name_ratio","name_FDR"
"CYCLIN_D1_UP.V1_DN",2.29574167226871,0.00901439165025364
"SIRNA_EIF4GI_DN",2.93526970954357,0.0094430357241407
"KRAS.BREAST_UP.V1_UP",2.58303734439834,0.00953118339113462
"BMI1_DN.V1_DN",2.56253704801423,0.00995366889234571
"SNF5_DN.V1_UP",2.32673818439429,0.0103459263437792
"LEF1_UP.V1_UP",2.18583914540478,0.0126844276507535
"EIF4E_UP",2.72344612225692,0.014053244116322
"RB_DN.V1_UP",2.53040492202032,0.0149109932101607
"KRAS.LUNG_UP.V1_DN",2.37411520624847,0.0159706437997606
"GCNP_SHH_UP_EARLY.V1_DN",2.21529789399515,0.0189592597296234
"LTE2_UP.V1_UP",2.07383186000361,0.0233053204759417
"PKCA_DN.V1_DN",2.21150457568351,0.0248985747636913
"PRC2_EZH2_UP.V1_UP",2.04056183016398,0.0256156244231252
"WNT_UP.V1_UP",2.08421517837413,0.0277765758237375
"EIF4E_DN",2.49810188046261,0.030607150364863
"ESC_V6.5_UP_LATE.V1_DN",2.04786258805365,0.030607150364863
"MEK_UP.V1_DN",2.02432393761625,0.0327297894937939
"BCAT_BILD_ET_AL_DN",3.33553376084496,0.0327886629086349
"CRX_NRL_DN.V1_DN",2.29716759877323,0.033022211732998
"EGFR_UP.V1_DN",2.00132025650698,0.0341379816957916
"CSR_LATE_UP.V1_DN",2.12700703590114,0.0376915784668621
"MEL18_DN.V1_DN",2.09662122110255,0.0405832317583078
"NRL_DN.V1_DN",2.16536290048296,0.0438138116879988
